transcript_id,cell_id,overlaps_nucleus,feature_name,x_location,y_location,z_location,qv,fov_name,nucleus_distance,geometry,he_x,he_y
281474976710656,b'aagigajm-1',0,b'RUNX1',15.26035,486.19867,8.657274,37.950714,b'A1',0.0,b'\x01\x01\x00\x00\x00\xc3H\x84\x81\xb7\x0f\xd2@\xbbG\xb1#\xae\x02\xb3@',18494.867280074173,4866.68023212434
281474976710665,b'aagigajm-1',1,b'LUM',21.937006,493.70355,7.5370708,29.380022,b'A1',0.34712687,b'\x01\x01\x00\x00\x00t\xa5\x91Z\xdc\x08\xd2@Y\x89\x88\xf6\xdb\x1a\xb3@',18467.443027888847,4890.85923055032
281474976711672,b'aagigajm-1',0,b'FBLN1',29.091381,496.0345,11.436663,40.0,b'A1',6.8501573,b'\x01\x01\x00\x00\x00\xbbi\xff\xc1\xba\x06\xd2@.\x15\x13\xf7\xe74\xb3@',18458.918090680363,4916.906113808318
281474976711895,b'aagigajm-1',1,b'USP53',19.59229,493.38467,7.4828157,37.433323,b'A1',0.0,"b""\x01\x01\x00\x00\x00\x9c[\x1e/'\t\xd2@a\x1d\xf2\xfbS\x12\xb3@""",18468.61225089022,4882.328063137219
281474976712325,b'aagigajm-1',0,b'CTTN',17.404438,481.3339,9.6296835,40.0,b'A1',3.442091,b'\x01\x01\x00\x00\x007\x02\xd8\xb3&\x14\xd2@\xaa\xdf\xc4;\xa2\n\xb3@',18512.604726793445,4874.633724503141
281474976713515,b'aagigajm-1',1,b'CRISPLD2',22.335327,489.38437,7.7739744,40.0,b'A1',0.0,"b'\x01\x01\x00\x00\x00\xf5,=\x92\xca\x0c\xd2@\xbe\x0f\xd2\x08U\x1c\xb3@'",18483.165175718215,4892.332165840953
281474976714761,b'aagigajm-1',0,b'TCF4',21.019388,472.64267,6.8587265,37.726074,b'A1',12.217585,b'\x01\x01\x00\x00\x00\x0fD\xe5\n\x1d\x1c\xd2@4\x81\x07\x07\xfb\x17\xb3@',18544.4537900128,4887.980576008838
281474976715336,b'aagigajm-1',1,b'POSTN',18.816624,488.06705,7.480752,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00\x82\xb3\r\x95\xfe\r\xd2@\xe5gR=\x8b\x0f\xb3@',18487.977847504902,4879.5439044479035
281474976715344,b'aagigajm-1',0,b'POSTN',20.702753,484.6159,8.30895,40.0,b'A1',0.83306646,b'\x01\x01\x00\x00\x00\x12\x11ar\x1f\x11\xd2@\x1d\xbb\xccri\x16\xb3@',18500.491356150313,4886.411907954866
281474976715347,b'aagigajm-1',1,b'POSTN',22.571903,490.68127,8.805359,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00W\xcb\xa5Z\x9c\x0b\xd2@d6Vh.\x1d\xb3@',18478.443032692503,4893.181279552726
281474976715348,b'aagigajm-1',0,b'POSTN',23.257881,500.25464,11.84366,40.0,b'A1',6.979724,b'\x01\x01\x00\x00\x00\xbc\xe6\xc0\x86\xe5\x02\xd2@\xdf\xf1J\x93\x9f\x1f\xb3@',18443.586349702193,4895.623341259051
281474976715360,b'aagigajm-1',0,b'TRAPPC3',26.97144,496.4402,11.601213,40.0,b'A1',5.2921495,"b'\x01\x01\x00\x00\x00+\xe6\xd7a\\\x06\xd2@vx\x10\x1c,-\xb3@'",18457.44347188451,4909.172303227815
281474976715371,b'aagigajm-1',0,b'PTGDS',32.562687,490.10645,12.606878,40.0,b'A1',8.989464,"b'\x01\x01\x00\x00\x00\xf4n  ""\x0c\xd2@\xca\xff\xe4\xc1\x8dA\xb3@'",18480.533210857728,4929.553739845704
281474976715372,b'aagigajm-1',0,b'PTN',33.12159,492.3,11.869875,40.0,b'A1',9.868369,"b'\x01\x01\x00\x00\x00\xbd\x06\xfaL""\n\xd2@\x1b:\x10\xd4\x97C\xb3@'",18472.535948282795,4931.593079580484
281474976716738,b'aagigajm-1',1,b'SLC25A37',23.561687,489.6955,9.497075,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00/\xd6\xc9F\x81\x0c\xd2@\xde6\x1a&\xc2 \xb3@',18482.019945582546,4896.75839389648
281474976719392,b'aagigajm-1',0,b'AR',29.604258,485.2995,12.843915,40.0,b'A1',7.395656,b'\x01\x01\x00\x00\x00\x8c\x0c\x12\xf2\x83\x10\xd2@6x\xd0}\xc56\xb3@',18498.061649811032,4918.771451024388
281474976721406,b'aagigajm-1',0,b'SLC5A6',33.052265,492.02856,11.337783,20.555277,b'A1',9.750209,b'\x01\x01\x00\x00\x00-[2\xa3a\n\xd2@\xed\xa0\xf9\rWC\xb3@',18473.52558573631,4931.340056993283
281474976723722,b'aagigajm-1',0,b'CCDC6',22.633808,493.61823,7.8157015,40.0,b'A1',0.48651335,b'\x01\x01\x00\x00\x00\x00n.\xe4\xef\x08\xd2@M\t\n\tc\x1d\xb3@',18467.748302085325,4893.3868566773135
281474976725571,b'aagigajm-1',0,b'RUNX1',32.0744,490.3153,12.762095,25.601309,b'A1',8.516993,b'\x01\x01\x00\x00\x00S\xca\x9ec\xf1\x0b\xd2@[\x91\x9c\x06\xc6?\xb3@',18479.771705339033,4927.773538384902
281474976726922,b'aagigajm-1',0,b'FBLN1',24.489647,488.50888,8.131099,8.373186,b'A1',1.4094608,b'\x01\x01\x00\x00\x00`pX\xf1\x95\r\xd2@\xb3\x07\xc5\x80\x1e$\xb3@',18486.34285555815,4900.119152368908
281474976727291,b'aagigajm-1',1,b'ZEB2',21.165817,490.7254,7.7043176,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00@C\xd7\xa8\x92\x0b\xd2@\xeb\xcf\x15c\x12\x18\xb3@',18478.291555228876,4888.071824420224
281474976727295,b'aagigajm-1',0,b'TMEM147',23.02367,474.5003,10.507239,40.0,b'A1',10.931076,b'\x01\x01\x00\x00\x007\x9e\xdd\xf4j\x1a\xd2@*\xb4\x04;G\x1f\xb3@',18537.67119541598,4895.278244298921
281474976728163,b'aagigajm-1',0,b'RUNX1',24.419825,488.8683,10.045911,15.657362,b'A1',1.1082324,b'\x01\x01\x00\x00\x00x\x8b\xe5\x13B\r\xd2@\xf3`&d\xdd#\xb3@',18485.032464395714,4899.8648094164555
281474976728821,b'aagigajm-1',0,b'CRISPLD2',14.393494,474.92694,11.545117,40.0,b'A1',10.383255,b'\x01\x01\x00\x00\x00h\xdf3\x11\x0b\x1a\xd2@5d\xd7\xd4\xd6\xff\xb2@',18536.172924965067,4863.839185201611
281474976732034,b'aagigajm-1',1,b'KLF5',16.574026,487.65427,7.7897544,26.37239,b'A1',0.0,b'\x01\x01\x00\x00\x00\xe8\xe8\xbaD`\x0e\xd2@:\xd6|lc\x07\xb3@',18489.50419495339,4871.388374140073
281474976732589,b'aagigajm-1',0,b'PTN',23.077475,488.46844,8.341059,40.0,b'A1',0.4394871,b'\x01\x01\x00\x00\x00\x1b\xe9\xa76\x9f\r\xd2@\xfc\x7f\xdcv\x01\x1f\xb3@',18486.487710931437,4895.00571992993
281474976732596,b'aagigajm-1',0,b'FBLN1',26.821194,483.60504,10.893264,40.0,b'A1',5.5745134,"b'\x01\x01\x00\x00\x008Y\x0c\xd4\x0f\x12\xd2@\xffy\x0e\x16\xa3,\xb3@'",18504.24731739724,4908.637055306229
281474976733676,b'aagigajm-1',1,b'POSTN',16.580528,487.00238,7.9378977,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00\x85\xb7\xcf0\xf8\x0e\xd2@\x95\xe4\xd4\xf2k\x07\xb3@',18491.87797921106,4871.421674066359
281474976733679,b'aagigajm-1',1,b'CCDC80',16.857046,489.117,8.34037,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00O\xd5j\xdd\n\r\xd2@\xe6\xed\xf6@f\x08\xb3@',18484.16976424056,4872.399428780633
281474976733694,b'aagigajm-1',0,b'CCDC80',23.109707,481.627,8.03728,40.0,b'A1',4.6058383,b'\x01\x01\x00\x00\x00\x16]\xf4\xe5\xe1\x13\xd2@\xd9B\x07Ob\x1f\xb3@',18511.529660311608,4895.384018377133
281474976733698,b'aagigajm-1',0,b'POSTN',23.73422,477.50586,7.8298492,40.0,b'A1',8.530461,b'\x01\x01\x00\x00\x00\x03\x90\x05b\xae\x17\xd2@\xb4\x1c\x1b\xde\xd1!\xb3@',18526.724732771527,4897.81979531718
281474976733700,b'aagigajm-1',0,b'POSTN',24.887047,487.561,7.3208275,20.502193,b'A1',2.3607144,b'\x01\x01\x00\x00\x00zc\x1b@s\x0e\xd2@\xba?\xf5J\x91%\xb3@',18489.800787779946,4901.567550018366
281474976733703,b'aagigajm-1',0,b'POSTN',25.111311,473.66312,7.0543866,23.44457,b'A1',12.56676,"b'\x01\x01\x00\x00\x00\t\xdbD\xc7,\x1b\xd2@J\x13\t4\xd8&\xb3@'",18540.69966241255,4902.844543997964
281474976733731,b'aagigajm-1',0,b'POSTN',30.102196,495.81427,11.511501,40.0,b'A1',7.6859617,b'\x01\x01\x00\x00\x00\xb6\x04\x99)\xee\x06\xd2@d\x184\x08\x988\xb3@',18459.721288923836,4920.593875175433
281474976735687,b'aagigajm-1',0,b'FAM49A',35.31784,481.28314,12.571776,40.0,b'A1',14.302085,"b'\x01\x01\x00\x00\x00q\x1a#J,\x14\xd2@r\xe2\xf6s\xb4K\xb3@'",18512.69202497084,4939.704894476208
281474976736210,b'aagigajm-1',1,b'SFRP4',20.22955,487.4077,7.6964827,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00L\xfa\xe1\xc7\x97\x0e\xd2@#D\x02\xd8\xaf\x14\xb3@',18490.37157487338,4884.686889783511
281474976736916,b'aagigajm-1',0,b'BASP1',20.456993,494.52475,9.1380415,11.901728,b'A1',0.65816265,b'\x01\x01\x00\x00\x00M\xabS\x11\x1e\x08\xd2@\xa5s\\Dw\x15\xb3@',18464.469807545935,4885.465886858209
281474976736925,b'aagigajm-1',0,b'FCER1G',29.453766,492.30597,12.259551,40.0,b'A1',6.26447,b'\x01\x01\x00\x00\x00\x0b\x14\xb2\x15!\n\xd2@\xf3\xb1\xcd\x0596\xb3@',18472.516949195455,4918.2227448043295
281474976737677,b'aagigajm-1',1,b'LUM',19.590366,485.7548,7.695778,34.11497,b'A1',0.0,b'\x01\x01\x00\x00\x00\xc6\xd6\xa6\xb7\x17\x10\xd2@c\x02?+^\x12\xb3@',18496.3705842111,4882.367847383578
281474976737712,b'aagigajm-1',0,b'ERN1',28.244621,484.37198,13.10955,26.782679,b'A1',6.6147327,b'\x01\x01\x00\x00\x00\xce\xd3\x9b\x89\\\x11\xd2@\x86B\xe0/\xd11\xb3@',18501.445898968544,4913.817136780015
281474976737716,b'aagigajm-1',0,b'ERN1',28.673172,485.47366,12.609611,16.835178,b'A1',6.5491047,b'\x01\x01\x00\x00\x00\xd0\xcf}O[\x10\xd2@x\x9e\x9fE`3\xb3@',18497.426726773207,4915.37606237048
281474976737718,b'aagigajm-1',0,b'LUM',30.150171,491.61172,11.976565,40.0,b'A1',6.8210025,b'\x01\x01\x00\x00\x00\x98q\xca\x04\xc3\n\xd2@\x1656\x9f\xc28\xb3@',18475.04716740697,4920.760241878472
281474976739248,b'aagigajm-1',0,b'MMP2',25.428713,480.27246,7.702475,8.310092,b'A1',6.9047847,"b""\x01\x01\x00\x00\x00q\xee\xa8a \x15\xd2@{\x07\x19\xe6\xb7'\xb3@""",18516.505960686543,4903.718354763342
281474976739259,b'aagigajm-1',0,b'CAV1',30.767008,489.68515,12.247182,27.72194,b'A1',7.1800127,b'\x01\x01\x00\x00\x00\xa2d\xffC\x84\x0c\xd2@\x99\xb4\xbe\xc3\x01;\xb3@',18482.066650245928,4923.006893080798
281474976741864,b'aagigajm-1',0,b'SSTR2',26.372992,488.17206,10.814758,40.0,b'A1',3.1301758,b'\x01\x01\x00\x00\x00p\xf3<\x0e\xe5\r\xd2@\xe8\xac\x98\t\xfc*\xb3@',18487.57899402402,4906.984521429265
281474976742825,b'aagigajm-1',0,b'ERBB2',34.564896,485.8675,14.418815,40.0,b'A1',11.594605,b'\x01\x01\x00\x00\x00\x03\x00\x85\x83\xff\x0f\xd2@`.y\x0f\xddH\xb3@',18495.99240231515,4936.8635173547955
281474976744613,b'aagigajm-1',0,b'ADGRE5',31.16689,496.62994,11.203518,31.22145,b'A1',8.98297,b'\x01\x01\x00\x00\x00\xe8\xe1D\xb7/\x06\xd2@\xad\x8d\xe4Ez<\xb3@',18456.74556085645,4924.477628979291
281474976745579,b'aagigajm-1',1,b'POSTN',20.367208,486.09613,8.721795,40.0,b'A1',0.0,"b'\x01\x01\x00\x00\x00|&\xc4,\xc8\x0f\xd2@Y\xf08\xde.\x15\xb3@'",18495.127732312758,4885.183078344992
281474976745583,b'aagigajm-1',1,b'POSTN',20.941315,492.23038,8.444783,31.568277,b'A1',0.0,b'\x01\x01\x00\x00\x00V\xba}\xf33\n\xd2@\xe1\xbaW!?\x17\xb3@',18472.81173651883,4887.246602519154
281474976745587,b'aagigajm-1',0,b'POSTN',21.190145,488.28317,7.607592,30.6468,b'A1',0.12025612,"b'\x01\x01\x00\x00\x00\xeb|\xf8\x92\xcb\r\xd2@?\xd2\xe5\x99,\x18\xb3@'",18487.18084537696,4888.174223293142
281474976745618,b'aagigajm-1',0,b'SLAMF7',30.893124,489.92374,12.420831,40.0,b'A1',7.3127933,b'\x01\x01\x00\x00\x00\x86\xbc\x7f\x9fL\x0c\xd2@\xed\xa1?\x80w;\xb3@',18481.19723504458,4923.466800667794
281474976745624,b'aagigajm-1',0,b'SLAMF7',32.25795,489.9791,12.188881,35.945282,b'A1',8.678733,b'\x01\x01\x00\x00\x00\x82Q(\xd0?\x0c\xd2@\xcc1\t`q@\xb3@',18480.997079925153,4928.442871641786
281474976747196,b'aagigajm-1',0,b'SH3YL1',31.301794,485.43353,14.210063,40.0,b'A1',8.767545,b'\x01\x01\x00\x00\x00X\x86X\xc0d\x10\xd2@~\xa0\xe02\xf6<\xb3@',18497.574239855952,4924.961713828261
281474976748182,b'aagigajm-1',0,b'CCND1',18.50358,498.5003,7.0574427,40.0,b'A1',4.2707634,b'\x01\x01\x00\x00\x00\xf5@s@\x81\x04\xd2@\xff\x85.\xc0S\x0e\xb3@',18450.019558728633,4878.327151210512
281474976748199,b'aagigajm-1',0,b'FCER1G',31.866892,490.84506,12.160294,13.444489,b'A1',8.372484,b'\x01\x01\x00\x00\x00\x0f\x84\xe9\xccu\x0b\xd2@p\x92\xafe\x04?\xb3@',18477.840631846393,4927.017176602603
281474976749124,b'aagigajm-1',0,b'IL2RA',12.3529625,479.59766,10.943794,8.80097,b'A1',6.8385954,b'\x01\x01\x00\x00\x00x\xea\xa9\x02\xca\x15\xd2@\xdb\x82\x08uf\xf8\xb2@',18519.15641258142,4856.400223285625
281474976749143,b'aagigajm-1',0,b'TMEM147',19.127905,479.30682,6.9126806,40.0,b'A1',5.4056706,b'\x01\x01\x00\x00\x00{\x1c\xda\xee\t\x16\xd2@-8\x04\xd6\x0c\x11\xb3@',18520.155203368962,4881.050140632357
281474976750147,b'aagigajm-1',1,b'ENAH',21.538128,492.60773,8.634073,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00]3\xd1\xe7\xdb\t\xd2@\xdd\xa0)\xecj\x19\xb3@',18471.436023998413,4889.417666055463
281474976750925,b'aagigajm-1',0,b'DSP',29.902193,476.3076,12.6626215,16.532913,b'A1',12.7316675,"b""\x01\x01\x00\x00\x00\xccN\xb6\xd7\xbc\x18\xd2@\\\xf17'\x1c8\xb3@""",18530.95066602416,4920.109973427225
281474976751493,b'aagigajm-1',0,b'PTGDS',32.566643,490.0995,12.580052,40.0,b'A1',8.993025,b'\x01\x01\x00\x00\x00E\xd2r\xc2#\x0c\xd2@\xec2\x8as\x91A\xb3@',18480.55874319586,4929.568169248039
281474976753313,b'aagigajm-1',0,b'PDGFRA',25.310665,485.87646,9.595278,40.0,b'A1',3.4384208,"b""\x01\x01\x00\x00\x00X_\xed\xa2\xfc\x0f\xd2@\xe0\xb7\x1c\xa3\x1d'\xb3@""",18495.94744428931,4903.115770144359
281474976754212,b'aagigajm-1',0,b'CRISPLD2',15.391925,475.86798,11.147039,37.950714,b'A1',9.228158,b'\x01\x01\x00\x00\x00\x86\xe3\xcc\n/\x19\xd2@\x0e\x8f\xd2Gy\x03\xb3@',18532.73503420085,4867.473752174306
281474976754218,b'aagigajm-1',1,b'AR',16.642239,487.88574,8.208599,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00g?\xb8F*\x0e\xd2@5T!\xfa\xa1\x07\xb3@',18488.660566389004,4871.632722933825
281474976755457,b'aagigajm-1',1,b'RUNX1',17.424738,491.51816,9.354531,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00\x0f\xcfW\x8c\xda\n\xd2@>\xfb)\x87r\n\xb3@',18475.41481585713,4874.447374938811
281474976755458,b'aagigajm-1',1,b'RUNX1',17.423204,491.53882,9.333729,40.0,b'A1',0.0,b'\x01\x01\x00\x00\x00_W@\xbd\xd5\n\xd2@\r\x041\x08q\n\xb3@',18475.33967598469,4874.441531241883
281474976755461,b'aagigajm-1',0,b'PRDM1',19.801693,496.67465,7.5586295,19.636147,b'A1',2.4932454,b'\x01\x01\x00\x00\x00+\xa1Lk*\x06\xd2@g-\xfe\x02\x10\x13\xb3@',18456.66279903163,4883.062545667729
281474976755467,b'aagigajm-1',0,b'RUNX1',24.434853,487.63834,9.68019,31.22145,b'A1',1.9862778,b'\x01\x01\x00\x00\x00\xc3D\xcf\na\x0e\xd2@\xdbX0\xc9\xeb#\xb3@',18489.516284768248,4899.921038648313
281474976755468,b'aagigajm-1',0,b'RUNX1',24.434853,487.63834,9.68019,31.22145,b'A1',1.9862778,b'\x01\x01\x00\x00\x00\xc3D\xcf\na\x0e\xd2@\xdbX0\xc9\xeb#\xb3@',18489.516284768248,4899.921038648313
281474976755471,b'aagigajm-1',0,b'RUNX1',25.340603,479.39807,7.4166136,23.616049,b'A1',7.6260266,"b""\x01\x01\x00\x00\x00\xb6\xa7\xf2[\xee\x15\xd2@n\x1f;\x0cp'\xb3@""",18519.724362052708,4903.437686629461
281474976758194,b'aagigajm-1',1,b'LUM',17.878212,490.79434,7.513565,38.166336,b'A1',0.0,b'\x01\x01\x00\x00\x00\xe2s\xf3\x1a\x83\x0b\xd2@C\xd9m\x9e\x1b\x0c\xb3@',18478.0485199577,4876.107886186163
281474976758207,b'aagigajm-1',0,b'JUP',22.305593,482.47076,6.9340715,40.0,b'A1',3.4816957,b'\x01\x01\x00\x00\x00\x86\xbe\xe7\xec\x17\x13\xd2@\n\xbf\xd8\xae\\\x1c\xb3@',18508.373834549006,4892.36204294838
